_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
94,3.0,20,226,3.0,3.0,4.0,11/01/2017,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153164,68.0,5.0,323  RUSHOLME RD ,3.0,,09,3.0,1968.0,2017.0
95,3.0,10,78,3.0,4.0,3.0,01/03/2019,4.0,4.0,4.0,4.0,,5.0,3.0,3.0,2.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153174,71.0,5.0,15  WALMER RD ,3.0,3.0,11,4.0,1970.0,2017.0
96,,4,24,,4.0,4.0,12/20/2018,4.0,5.0,4.0,4.0,,5.0,4.0,4.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153184,81.0,5.0,42  BARTON AVE ,4.0,,11,3.0,1929.0,2017.0
97,3.0,4,21,,4.0,4.0,01/29/2019,3.0,4.0,3.0,4.0,,4.0,3.0,4.0,4.0,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153630,73.0,5.0,245-247  LOGAN AVE ,4.0,,14,3.0,1927.0,2017.0
98,4.0,5,177,4.0,3.0,3.0,12/20/2017,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,19,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153633,72.0,3.0,1070  QUEEN ST E,4.0,,14,3.0,1993.0,2017.0
99,4.0,8,139,4.0,4.0,3.0,01/02/2018,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4153646,69.0,4.0,369  PAPE AVE ,3.0,,14,4.0,1981.0,2017.0
100,3.0,6,98,4.0,4.0,4.0,01/16/2019,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,20,3.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153656,80.0,5.0,100  UNITY RD ,4.0,4.0,14,3.0,1985.0,2017.0
101,4.0,6,82,3.0,3.0,4.0,11/10/2017,4.0,4.0,4.0,3.0,,5.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154147,72.0,3.0,6  MILEPOST PL ,4.0,4.0,15,4.0,1955.0,2017.0
102,4.0,7,86,4.0,3.0,4.0,10/11/2017,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154149,74.0,4.0,27  THORNCLIFFE PARK DR ,4.0,,15,4.0,1960.0,2017.0
103,5.0,25,474,4.0,4.0,5.0,12/20/2018,4.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154152,77.0,4.0,47  THORNCLIFFE PARK DR ,3.0,3.0,15,5.0,1966.0,2017.0
104,3.0,6,69,4.0,3.0,4.0,12/01/2017,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,17,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154180,71.0,3.0,1291  BAYVIEW AVE ,3.0,,15,4.0,1965.0,2017.0
105,3.0,4,19,3.0,3.0,3.0,01/22/2019,3.0,3.0,3.0,3.0,,5.0,4.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154664,67.0,5.0,3635  BATHURST ST ,3.0,,08,4.0,1960.0,2017.0
106,3.0,3,26,,4.0,4.0,01/23/2019,3.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154667,79.0,5.0,211  WILSON AVE ,4.0,3.0,08,4.0,1960.0,2017.0
107,3.0,3,20,,4.0,4.0,01/23/2019,3.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154668,79.0,5.0,205  WILSON AVE ,4.0,3.0,08,4.0,1960.0,2017.0
108,,8,111,4.0,3.0,4.0,10/17/2017,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,18,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154674,67.0,3.0,262  RIDLEY BLVD ,2.0,,08,3.0,1992.0,2017.0
109,3.0,14,167,3.0,3.0,4.0,10/13/2017,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154697,67.0,4.0,4415  BATHURST ST ,4.0,,06,3.0,1962.0,2017.0
110,2.0,5,56,4.0,4.0,3.0,09/18/2017,4.0,3.0,3.0,3.0,,5.0,5.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155054,74.0,3.0,1030  CASTLEFIELD AVE ,4.0,,08,5.0,1956.0,2017.0
111,4.0,4,18,,2.0,3.0,03/11/2019,3.0,2.0,3.0,2.0,,5.0,4.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155068,63.0,4.0,2208  DUFFERIN ST ,3.0,,09,3.0,1959.0,2017.0
112,,3,23,,4.0,4.0,03/05/2019,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155070,79.0,4.0,502  GILBERT AVE ,4.0,,09,4.0,1960.0,2017.0
113,,3,29,,4.0,4.0,03/04/2019,3.0,4.0,4.0,4.0,,5.0,4.0,4.0,5.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155076,81.0,4.0,526  HARVIE AVE ,4.0,,09,4.0,1960.0,2017.0
114,4.0,11,185,3.0,3.0,3.0,01/31/2019,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,18,,3.0,TCHC,Evaluation needs to be conducted in 1 year,4155583,64.0,4.0,4100  LAWRENCE AVE E,3.0,,24,3.0,1972.0,2017.0
115,3.0,13,184,3.0,3.0,4.0,01/28/2019,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,19,4.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4155584,69.0,4.0,365  BAY MILLS BLVD ,3.0,,22,4.0,1970.0,2017.0
116,4.0,16,299,3.0,3.0,3.0,01/10/2018,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,19,3.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4155601,67.0,4.0,275  SHUTER ST ,2.0,,13,3.0,1964.0,2017.0
117,4.0,23,225,5.0,4.0,5.0,02/04/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4156107,82.0,4.0,201  SHERBOURNE ST ,4.0,4.0,13,4.0,1975.0,2017.0
118,4.0,19,204,4.0,4.0,4.0,01/09/2019,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,19,5.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4156510,78.0,4.0,720  TRETHEWEY DR ,3.0,,05,3.0,1974.0,2017.0
119,3.0,11,330,5.0,3.0,4.0,01/03/2018,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,19,4.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4152777,69.0,3.0,17  BRIMLEY RD ,3.0,,20,3.0,1979.0,2017.0
120,5.0,9,133,4.0,5.0,4.0,11/16/2017,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,20,5.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4152786,82.0,4.0,3555  KINGSTON RD ,4.0,4.0,24,4.0,1992.0,2017.0
121,4.0,11,75,3.0,4.0,4.0,12/13/2017,4.0,4.0,3.0,4.0,,4.0,3.0,4.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153190,73.0,4.0,66  SPADINA RD ,4.0,,11,4.0,1965.0,2018.0
122,,9,76,3.0,4.0,4.0,11/15/2017,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,17,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153198,67.0,4.0,11  YORKVILLE AVE ,3.0,,11,4.0,1965.0,2017.0
123,3.0,23,193,4.0,4.0,4.0,11/16/2017,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,20,4.0,1.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153207,66.0,3.0,20  PRINCE ARTHUR AVE ,3.0,3.0,11,3.0,1968.0,2017.0
124,4.0,19,149,4.0,4.0,4.0,10/31/2017,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153213,76.0,3.0,50  PRINCE ARTHUR AVE ,3.0,3.0,11,4.0,1968.0,2017.0
125,4.0,3,27,5.0,4.0,5.0,12/27/2017,3.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,17,5.0,,TCHC,Evaluation needs to be conducted in 3 years,4153663,87.0,4.0,42  HUBBARD BLVD ,4.0,,19,3.0,1928.0,2017.0
126,,4,16,,4.0,4.0,02/12/2019,3.0,4.0,4.0,4.0,,5.0,3.0,3.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153671,75.0,3.0,2  KINGSTON RD ,4.0,,19,3.0,1970.0,2017.0
127,,3,30,,3.0,3.0,03/01/2019,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153673,63.0,3.0,1836  QUEEN ST E,3.0,,19,3.0,1925.0,2017.0
128,,3,15,,4.0,4.0,03/01/2019,3.0,4.0,4.0,3.0,,5.0,3.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153676,75.0,3.0,204  KINGSTON RD ,4.0,4.0,19,4.0,1934.0,2017.0
129,,4,44,,3.0,3.0,11/01/2017,4.0,2.0,4.0,4.0,,5.0,3.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153677,68.0,4.0,158  KINGSTON RD ,3.0,3.0,19,3.0,1960.0,2017.0
130,4.0,4,24,,3.0,3.0,02/11/2019,3.0,4.0,4.0,3.0,,3.0,3.0,3.0,4.0,16,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153681,68.0,4.0,15  EASTWOOD RD ,4.0,,19,4.0,1960.0,2017.0
131,,3,19,,3.0,4.0,01/28/2019,3.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153688,73.0,4.0,59  BALSAM AVE ,3.0,,19,3.0,1927.0,
132,4.0,9,115,4.0,3.0,4.0,12/20/2017,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153689,72.0,4.0,485  KINGSTON RD ,4.0,,19,3.0,1965.0,2017.0
133,5.0,6,51,4.0,4.0,4.0,01/02/2019,5.0,3.0,4.0,4.0,,5.0,4.0,4.0,5.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154186,86.0,5.0,1220  BAYVIEW AVE ,4.0,5.0,15,4.0,1954.0,2017.0
134,4.0,3,13,,3.0,4.0,12/17/2018,2.0,3.0,4.0,5.0,,5.0,4.0,5.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154188,78.0,3.0,18  KENRAE RD ,5.0,4.0,15,4.0,1956.0,2018.0
135,3.0,5,88,4.0,3.0,3.0,11/24/2017,3.0,3.0,3.0,3.0,,5.0,4.0,4.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154190,68.0,3.0,795  EGLINTON AVE E,4.0,,15,3.0,1986.0,2017.0
136,,3,21,,3.0,3.0,12/18/2017,4.0,4.0,3.0,3.0,,3.0,3.0,4.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154200,69.0,4.0,898  EGLINTON AVE E,4.0,4.0,15,3.0,1954.0,2017.0
137,2.0,4,37,,3.0,3.0,12/18/2017,3.0,3.0,3.0,3.0,,5.0,3.0,4.0,4.0,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154203,67.0,4.0,892  EGLINTON AVE E,4.0,,15,3.0,1961.0,2017.0
138,4.0,4,112,3.0,3.0,4.0,12/01/2017,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154207,70.0,4.0,1833  BAYVIEW AVE ,3.0,,15,3.0,1965.0,2017.0
139,,4,32,,3.0,2.0,01/10/2019,4.0,4.0,3.0,3.0,,5.0,3.0,3.0,4.0,15,,2.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154208,65.0,3.0,1760  WILSON AVE ,3.0,,07,4.0,1955.0,2017.0
140,3.0,3,10,,3.0,3.0,01/09/2019,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154215,60.0,3.0,1746  WILSON AVE ,3.0,3.0,07,3.0,1964.0,2017.0
141,3.0,23,466,3.0,4.0,4.0,12/19/2018,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154223,66.0,3.0,160  CHALKFARM DR ,3.0,,07,3.0,1972.0,2017.0
142,2.0,13,115,4.0,5.0,5.0,10/12/2017,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154224,75.0,5.0,2600  JANE ST ,4.0,,07,4.0,1960.0,2017.0
143,,4,21,,3.0,3.0,02/22/2019,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155084,79.0,4.0,3  NASHVILLE AVE ,4.0,,05,4.0,1957.0,2017.0
144,,8,97,5.0,4.0,4.0,02/14/2019,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,18,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155088,76.0,5.0,2480  EGLINTON AVE W,3.0,,05,3.0,1993.0,2017.0
145,4.0,4,45,5.0,4.0,5.0,01/30/2019,5.0,4.0,5.0,3.0,,5.0,3.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155107,86.0,5.0,1970  KEELE ST ,4.0,,05,5.0,1960.0,2017.0
146,,28,265,4.0,4.0,4.0,11/01/2017,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,18,4.0,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156567,79.0,5.0,1101  BAY ST ,4.0,,13,4.0,1979.0,2017.0
147,4.0,24,196,4.0,4.0,5.0,11/07/2017,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,19,3.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153230,76.0,4.0,50  HILLSBORO AVE ,4.0,,11,4.0,1965.0,2017.0
148,3.0,9,88,4.0,4.0,4.0,03/05/2019,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,19,3.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153237,66.0,4.0,276  ST GEORGE ST ,3.0,,11,3.0,1965.0,2017.0
149,4.0,3,30,3.0,4.0,4.0,12/27/2017,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,18,,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153702,79.0,4.0,425  COXWELL AVE ,4.0,,19,4.0,2002.0,2017.0
150,4.0,5,28,4.0,3.0,4.0,01/09/2019,3.0,3.0,4.0,4.0,,3.0,4.0,4.0,4.0,16,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153703,75.0,4.0,1908  GERRARD ST E,4.0,,19,4.0,2009.0,2017.0
151,4.0,3,42,4.0,4.0,3.0,02/01/2019,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,20,4.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4153706,78.0,4.0,133  MERRILL AVE E,4.0,4.0,19,4.0,1960.0,2017.0
152,4.0,3,36,,3.0,3.0,12/19/2017,4.0,4.0,3.0,3.0,,5.0,3.0,3.0,4.0,16,,1.0,TCHC,Evaluation needs to be conducted in 2 years,4153707,68.0,4.0,320  KINGSTON RD ,3.0,,19,3.0,1954.0,2017.0
153,3.0,5,38,3.0,4.0,4.0,11/20/2017,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153709,69.0,4.0,50  MAIN ST ,3.0,4.0,19,4.0,1974.0,2017.0
154,4.0,8,68,4.0,4.0,4.0,12/08/2017,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,2.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153711,79.0,4.0,600  KINGSTON RD ,4.0,,19,4.0,1957.0,2017.0
155,4.0,4,144,3.0,3.0,3.0,10/12/2017,3.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,18,,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154229,70.0,3.0,2770  JANE ST ,3.0,,07,3.0,1968.0,2017.0
156,3.0,17,198,5.0,3.0,3.0,10/04/2017,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154239,72.0,4.0,2775  JANE ST ,3.0,,07,5.0,1975.0,2017.0
157,,4,27,4.0,3.0,3.0,01/08/2018,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,18,3.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4154243,69.0,3.0,1900  SHEPPARD AVE W,3.0,,07,4.0,2008.0,2017.0
158,,7,114,4.0,4.0,3.0,11/06/2017,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,4.0,16,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154250,68.0,4.0,137  LINDYLOU RD ,3.0,,07,4.0,1962.0,2017.0
159,4.0,4,59,3.0,4.0,4.0,12/07/2018,4.0,4.0,4.0,4.0,,5.0,3.0,3.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154254,78.0,4.0,3266  WESTON RD ,4.0,4.0,07,4.0,1961.0,2017.0
160,4.0,14,151,3.0,4.0,4.0,12/10/2018,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154263,72.0,3.0,25  STONG CRT ,4.0,,07,4.0,1967.0,2017.0
161,3.0,11,323,3.0,3.0,4.0,01/11/2018,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,19,4.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4154264,71.0,4.0,35  SHOREHAM DR ,4.0,,07,4.0,1969.0,2017.0
162,,4,54,,2.0,2.0,01/16/2019,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,2.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155114,59.0,3.0,79  CLEARVIEW HTS ,2.0,,05,4.0,1950.0,2017.0
163,,3,22,,3.0,3.0,12/19/2017,4.0,3.0,3.0,4.0,,5.0,3.0,4.0,2.0,16,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155123,70.0,4.0,1240  WESTON RD ,4.0,,05,4.0,1954.0,
164,,3,10,,4.0,4.0,12/18/2018,3.0,3.0,3.0,5.0,,5.0,5.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155125,75.0,4.0,1321  WESTON RD ,4.0,,05,3.0,1960.0,2017.0
165,4.0,24,419,3.0,3.0,4.0,10/13/2017,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155132,66.0,3.0,65  EMMETT AVE ,2.0,,05,4.0,1971.0,2017.0
166,,4,30,,3.0,3.0,02/04/2019,3.0,4.0,3.0,4.0,,3.0,4.0,4.0,3.0,15,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155630,68.0,4.0,4  REPLIN RD ,3.0,,08,4.0,1957.0,2017.0
167,,4,30,,3.0,3.0,02/28/2019,3.0,4.0,3.0,4.0,,3.0,4.0,4.0,3.0,15,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155632,68.0,4.0,7  FLEMINGTON RD ,3.0,,08,4.0,1957.0,2017.0
168,4.0,17,253,3.0,3.0,3.0,01/10/2018,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155652,66.0,4.0,855  ROSELAWN AVE ,3.0,,08,3.0,1974.0,2017.0
169,3.0,19,255,3.0,3.0,3.0,01/04/2018,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,18,,4.0,TCHC,Evaluation needs to be conducted in 2 years,4155654,68.0,4.0,5005  DUNDAS ST W,2.0,,03,4.0,1962.0,2017.0
170,4.0,12,160,4.0,4.0,4.0,03/20/2019,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,19,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152809,78.0,4.0,419  MARKHAM RD ,3.0,,24,4.0,1970.0,2017.0
171,,5,112,3.0,3.0,4.0,12/04/2017,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,18,3.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4152811,70.0,4.0,450 B  SCARBOROUGH GOLF CLUB RD ,3.0,,24,4.0,1991.0,2017.0
172,3.0,10,136,5.0,4.0,4.0,01/09/2018,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152814,77.0,4.0,20  GREENCREST CRCT ,4.0,,24,4.0,1970.0,2017.0
173,4.0,16,224,3.0,4.0,4.0,10/11/2017,4.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152819,72.0,4.0,567  SCARBOROUGH GOLF CLUB RD ,4.0,,24,4.0,1968.0,2017.0
174,5.0,15,210,3.0,4.0,4.0,10/31/2017,5.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,1.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152825,71.0,4.0,10  TUXEDO CRT ,4.0,,24,4.0,1968.0,2017.0
175,,4,25,4.0,5.0,4.0,12/15/2017,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,16,,,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153728,88.0,4.0,2802  DANFORTH AVE ,4.0,,19,5.0,2007.0,2017.0
176,4.0,8,105,4.0,4.0,4.0,10/16/2017,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,18,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153731,80.0,4.0,130  PARKWAY FOREST DR ,4.0,,17,4.0,2013.0,2017.0
177,4.0,4,53,4.0,4.0,4.0,02/15/2019,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153735,78.0,4.0,36  CASTLE FRANK RD ,4.0,3.0,11,4.0,1950.0,2017.0
178,,4,42,,4.0,4.0,02/19/2019,3.0,4.0,4.0,4.0,,5.0,2.0,3.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153740,75.0,4.0,1233  YONGE ST ,4.0,,11,3.0,1980.0,2018.0
179,4.0,23,245,4.0,4.0,4.0,10/25/2017,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153745,75.0,4.0,50  ROSEHILL AVE ,3.0,3.0,12,3.0,1969.0,2017.0
180,3.0,4,71,4.0,4.0,4.0,03/18/2019,4.0,3.0,4.0,3.0,,5.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153747,78.0,4.0,49  GLEN ELM AVE ,4.0,4.0,12,4.0,1954.0,2017.0
181,3.0,4,36,3.0,3.0,2.0,02/21/2019,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4153751,57.0,3.0,171  ST CLAIR AVE E,2.0,,11,2.0,1955.0,
182,2.0,11,133,3.0,4.0,3.0,12/07/2018,4.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154273,60.0,3.0,100  YORK GATE BLVD ,3.0,,07,4.0,1965.0,2017.0
183,4.0,7,75,3.0,4.0,3.0,02/01/2019,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154276,75.0,4.0,35  DUNCANWOODS DR ,4.0,4.0,07,4.0,1969.0,2017.0
184,4.0,7,51,2.0,4.0,4.0,11/02/2017,4.0,4.0,4.0,3.0,,5.0,4.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154282,71.0,3.0,21  GULLIVER RD ,3.0,4.0,05,4.0,1961.0,2017.0
185,4.0,6,42,2.0,3.0,3.0,09/18/2017,3.0,3.0,3.0,4.0,,3.0,4.0,3.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154284,67.0,3.0,35  GULLIVER RD ,4.0,,05,3.0,1967.0,2017.0
186,5.0,5,110,5.0,5.0,5.0,03/12/2019,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154286,91.0,5.0,150  CULFORD RD ,4.0,4.0,05,5.0,1954.0,2017.0
187,,3,10,,3.0,3.0,03/11/2019,4.0,3.0,3.0,4.0,,5.0,4.0,3.0,5.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154287,72.0,4.0,2250  KEELE ST ,3.0,,05,4.0,1958.0,2017.0
188,3.0,7,89,3.0,3.0,3.0,03/12/2019,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,20,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4154290,64.0,3.0,2214  KEELE ST ,3.0,3.0,05,4.0,1992.0,2017.0
